;Frechet distance;Metabolite;Vendor-defined super-pathway;Vendor-defined sub-pathway;Fluid;Platform;KEGG;HMDB;ID;labels
2200;19,6431;DAG(16:0/20:3);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021863;DAG(16:0/20:3) [P, Lipidyzer]
2201;19,661;FFA(12:0);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021899;FFA(12:0) [P, Lipidyzer]
2202;19,6864;TAG56:6-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021765;TAG56:6-FA18:1 [P, Lipidyzer]
2203;19,6941;CER(26:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022237;CER(26:1) [P, Lipidyzer]
2204;19,7029;TAG56:8-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021795;TAG56:8-FA22:6 [P, Lipidyzer]
2205;19,7115;LCER(16:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022248;LCER(16:0) [P, Lipidyzer]
2206;19,7367;TAG56:8-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021787;TAG56:8-FA16:0 [P, Lipidyzer]
2207;19,7675;TAG58:7-FA22:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021823;TAG58:7-FA22:4 [P, Lipidyzer]
2208;19,7703;TAG56:5-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021755;TAG56:5-FA18:1 [P, Lipidyzer]
2209;19,7946;TAG56:3-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021738;TAG56:3-FA18:0 [P, Lipidyzer]
2210;19,8228;FFA(22:0);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021917;FFA(22:0) [P, Lipidyzer]
2211;19,8659;TAG55:1-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021709;TAG55:1-FA16:0 [P, Lipidyzer]
2212;19,8982;LPC(18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022192;LPC(18:3) [P, Lipidyzer]
2213;19,9205;TAG56:7-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021779;TAG56:7-FA18:2 [P, Lipidyzer]
2214;19,922;PC(20:0/22:5);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022032;PC(20:0/22:5) [P, Lipidyzer]
2215;19,9547;FFA(16:1);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021904;FFA(16:1) [P, Lipidyzer]
2216;19,9563;TAG56:7-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021780;TAG56:7-FA18:3 [P, Lipidyzer]
2217;19,9669;DAG(18:1/22:6);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021890;DAG(18:1/22:6) [P, Lipidyzer]
2218;19,9915;TAG58:6-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021813;TAG58:6-FA18:0 [P, Lipidyzer]
2219;20,0339;TAG60:12-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021841;TAG60:12-FA22:6 [P, Lipidyzer]
2220;20,0431;TAG58:10-FA22:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021807;TAG58:10-FA22:5 [P, Lipidyzer]
2221;20,0548;TAG56:8-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021791;TAG56:8-FA18:3 [P, Lipidyzer]
2222;20,0654;TAG45:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021361;TAG45:1-FA18:1 [P, Lipidyzer]
2223;20,1154;TAG58:6-FA22:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021817;TAG58:6-FA22:5 [P, Lipidyzer]
2224;20,1633;TAG56:4-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021751;TAG56:4-FA20:4 [P, Lipidyzer]
2225;20,1895;DAG(18:2/22:4);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021895;DAG(18:2/22:4) [P, Lipidyzer]
2226;20,1896;TAG58:10-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021805;TAG58:10-FA20:4 [P, Lipidyzer]
2227;20,2356;TAG54:2-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021648;TAG54:2-FA18:2 [P, Lipidyzer]
2228;20,2419;PE(O-18:0/22:4);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022113;PE(O-18:0/22:4) [P, Lipidyzer]
2229;20,2958;PE(P-18:0/16:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022131;PE(P-18:0/16:1) [P, Lipidyzer]
2230;20,4557;LCER(18:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022249;LCER(18:0) [P, Lipidyzer]
2231;20,478;PC(18:1/18:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022001;PC(18:1/18:1) [P, Lipidyzer]
2232;20,5496;PE(17:0/20:4);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022052;PE(17:0/20:4) [P, Lipidyzer]
2233;20,6106;PC(17:0/22:6);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021981;PC(17:0/22:6) [P, Lipidyzer]
2234;20,6409;PC(14:0/22:4);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021940;PC(14:0/22:4) [P, Lipidyzer]
2235;20,6821;TAG55:2-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021712;TAG55:2-FA18:2 [P, Lipidyzer]
2236;20,7358;PC(17:0/20:4);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021978;PC(17:0/20:4) [P, Lipidyzer]
2237;20,7919;DAG(18:1/20:1);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021883;DAG(18:1/20:1) [P, Lipidyzer]
2238;20,8364;PE(P-18:0/20:2);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022136;PE(P-18:0/20:2) [P, Lipidyzer]
2239;20,8426;PE(18:1/20:4);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022082;PE(18:1/20:4) [P, Lipidyzer]
2240;20,9664;PE(P-16:0/16:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022116;PE(P-16:0/16:0) [P, Lipidyzer]
2241;21,0209;DAG(18:0/18:3);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021879;DAG(18:0/18:3) [P, Lipidyzer]
2242;21,0526;DAG(18:1/20:5);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021887;DAG(18:1/20:5) [P, Lipidyzer]
2243;21,0883;DAG(14:0/18:3);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021849;DAG(14:0/18:3) [P, Lipidyzer]
2244;21,1441;LPE(20:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022209;LPE(20:1) [P, Lipidyzer]
2245;21,1467;PC(16:0/14:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021954;PC(16:0/14:1) [P, Lipidyzer]
2246;21,16;TAG54:1-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021641;TAG54:1-FA18:0 [P, Lipidyzer]
2247;21,243;TAG56:5-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021754;TAG56:5-FA18:0 [P, Lipidyzer]
2248;21,2666;TAG54:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021642;TAG54:1-FA18:1 [P, Lipidyzer]
2249;21,3214;TAG56:9-FA20:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021798;TAG56:9-FA20:5 [P, Lipidyzer]
2250;21,3592;TAG56:10-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021729;TAG56:10-FA18:2 [P, Lipidyzer]
2251;21,3857;PC(18:2/20:5);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022020;PC(18:2/20:5) [P, Lipidyzer]
2252;21,3996;PC(18:1/18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022003;PC(18:1/18:3) [P, Lipidyzer]
2253;21,4174;TAG60:11-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021840;TAG60:11-FA22:6 [P, Lipidyzer]
2254;21,4404;DAG(12:0/18:1);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021842;DAG(12:0/18:1) [P, Lipidyzer]
2255;21,5532;DAG(16:1/20:0);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021873;DAG(16:1/20:0) [P, Lipidyzer]
2256;21,5784;PE(18:1/20:5);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022083;PE(18:1/20:5) [P, Lipidyzer]
2257;21,597;TAG56:7-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021777;TAG56:7-FA18:0 [P, Lipidyzer]
2258;21,5998;DAG(16:0/20:5);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021865;DAG(16:0/20:5) [P, Lipidyzer]
2259;21,6065;TAG56:6-FA20:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021771;TAG56:6-FA20:5 [P, Lipidyzer]
2260;21,6514;PE(P-16:0/18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022121;PE(P-16:0/18:3) [P, Lipidyzer]
2261;21,6781;TAG56:8-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021790;TAG56:8-FA18:2 [P, Lipidyzer]
2262;21,7053;DAG(18:2/22:5);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021896;DAG(18:2/22:5) [P, Lipidyzer]
2263;21,7185;TAG56:9-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021796;TAG56:9-FA18:3 [P, Lipidyzer]
2264;21,7496;TAG56:9-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021797;TAG56:9-FA20:4 [P, Lipidyzer]
2265;21,7564;PE(18:0/20:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022065;PE(18:0/20:1) [P, Lipidyzer]
2266;21,8268;PE(O-18:0/16:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022106;PE(O-18:0/16:1) [P, Lipidyzer]
2267;21,8509;TAG56:6-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021764;TAG56:6-FA18:0 [P, Lipidyzer]
2268;21,8701;TAG58:7-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021819;TAG58:7-FA18:0 [P, Lipidyzer]
2269;21,8831;LPE(20:2);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022210;LPE(20:2) [P, Lipidyzer]
2270;21,8842;TAG56:7-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021778;TAG56:7-FA18:1 [P, Lipidyzer]
2271;21,9089;TAG60:10-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021838;TAG60:10-FA22:6 [P, Lipidyzer]
2272;21,9179;TAG55:3-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021714;TAG55:3-FA18:2 [P, Lipidyzer]
2273;21,9363;PE(P-16:0/16:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022117;PE(P-16:0/16:1) [P, Lipidyzer]
2274;21,9606;TAG42:2-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021338;TAG42:2-FA18:2 [P, Lipidyzer]
2275;21,9975;TAG55:3-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021713;TAG55:3-FA18:1 [P, Lipidyzer]
2276;22,0414;LPE(18:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022206;LPE(18:1) [P, Lipidyzer]
2277;22,0906;TAG55:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021711;TAG55:2-FA18:1 [P, Lipidyzer]
2278;22,128;PE(17:0/22:4);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022054;PE(17:0/22:4) [P, Lipidyzer]
2279;22,2131;FFA(18:3);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021909;FFA(18:3) [P, Lipidyzer]
2280;22,2246;PE(P-18:1/18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022148;PE(P-18:1/18:3) [P, Lipidyzer]
2281;22,2386;DAG(18:2/20:5);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021894;DAG(18:2/20:5) [P, Lipidyzer]
2282;22,2455;PE(P-18:1/16:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022144;PE(P-18:1/16:1) [P, Lipidyzer]
2283;22,3123;TAG58:7-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021820;TAG58:7-FA18:1 [P, Lipidyzer]
2284;22,3179;TAG55:5-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021717;TAG55:5-FA18:1 [P, Lipidyzer]
2285;22,3453;PE(18:1/22:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022084;PE(18:1/22:0) [P, Lipidyzer]
2286;22,3889;TAG55:4-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021715;TAG55:4-FA18:1 [P, Lipidyzer]
2287;22,4261;TAG56:4-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021746;TAG56:4-FA18:1 [P, Lipidyzer]
2288;22,4607;TAG55:4-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021716;TAG55:4-FA18:2 [P, Lipidyzer]
2289;22,4816;PE(18:2/18:2);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022090;PE(18:2/18:2) [P, Lipidyzer]
2290;22,4907;TAG56:6-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021767;TAG56:6-FA18:3 [P, Lipidyzer]
2291;22,5014;TAG56:5-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021760;TAG56:5-FA20:4 [P, Lipidyzer]
2292;22,5033;TAG56:5-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021756;TAG56:5-FA18:2 [P, Lipidyzer]
2293;22,5339;TAG58:8-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021827;TAG58:8-FA18:2 [P, Lipidyzer]
2294;22,5486;TAG58:10-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021804;TAG58:10-FA18:2 [P, Lipidyzer]
2295;22,5836;DAG(18:1/20:4);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021886;DAG(18:1/20:4) [P, Lipidyzer]
2296;22,6133;TAG54:3-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021656;TAG54:3-FA18:2 [P, Lipidyzer]
2297;22,6318;TAG55:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021710;TAG55:1-FA18:1 [P, Lipidyzer]
2298;22,6614;TAG54:8-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021704;TAG54:8-FA18:2 [P, Lipidyzer]
2299;22,7086;DAG(18:2/20:4);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021893;DAG(18:2/20:4) [P, Lipidyzer]
2300;22,7129;TAG54:2-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021646;TAG54:2-FA18:0 [P, Lipidyzer]
2301;22,7221;TAG57:3-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021801;TAG57:3-FA18:2 [P, Lipidyzer]
2302;22,7397;TAG54:3-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021654;TAG54:3-FA18:0 [P, Lipidyzer]
2303;22,7558;TAG56:2-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021733;TAG56:2-FA18:0 [P, Lipidyzer]
2304;22,7894;TAG54:3-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021657;TAG54:3-FA18:3 [P, Lipidyzer]
2305;22,8306;TAG54:4-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021663;TAG54:4-FA18:0 [P, Lipidyzer]
2306;22,8509;PE(18:1/18:2);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022077;PE(18:1/18:2) [P, Lipidyzer]
2307;22,8651;TAG58:6-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021815;TAG58:6-FA20:4 [P, Lipidyzer]
2308;22,9156;DAG(14:0/20:0);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021850;DAG(14:0/20:0) [P, Lipidyzer]
2309;22,9275;TAG58:7-FA22:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021824;TAG58:7-FA22:5 [P, Lipidyzer]
2310;22,9301;TAG58:9-FA22:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021835;TAG58:9-FA22:5 [P, Lipidyzer]
2311;22,9491;TAG56:8-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021792;TAG56:8-FA20:4 [P, Lipidyzer]
2312;22,9886;TAG56:1-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021731;TAG56:1-FA18:1 [P, Lipidyzer]
2313;23,0528;TAG54:7-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021697;TAG54:7-FA18:1 [P, Lipidyzer]
2314;23,0599;TAG56:1-FA16:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021730;TAG56:1-FA16:0 [P, Lipidyzer]
2315;23,0606;TAG54:5-FA18:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021675;TAG54:5-FA18:0 [P, Lipidyzer]
2316;23,076;TAG56:2-FA20:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021736;TAG56:2-FA20:1 [P, Lipidyzer]
2317;23,0945;TAG54:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021647;TAG54:2-FA18:1 [P, Lipidyzer]
2318;23,1049;TAG56:8-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021789;TAG56:8-FA18:1 [P, Lipidyzer]
2319;23,2534;TAG54:4-FA22:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021671;TAG54:4-FA22:1 [P, Lipidyzer]
2320;23,2754;DAG(15:0/18:2);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021856;DAG(15:0/18:2) [P, Lipidyzer]
2321;23,3217;DAG(14:0/16:1);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021846;DAG(14:0/16:1) [P, Lipidyzer]
2322;23,3496;TAG55:5-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021718;TAG55:5-FA18:2 [P, Lipidyzer]
2323;23,3642;PC(12:0/18:1);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021925;PC(12:0/18:1) [P, Lipidyzer]
2324;23,3834;TAG56:5-FA20:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021757;TAG56:5-FA20:1 [P, Lipidyzer]
2325;23,4033;LPE(18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022208;LPE(18:3) [P, Lipidyzer]
2326;23,4515;TAG54:4-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021666;TAG54:4-FA18:3 [P, Lipidyzer]
2327;23,46;TAG54:6-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021688;TAG54:6-FA18:1 [P, Lipidyzer]
2328;23,4648;TAG56:8-FA20:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021793;TAG56:8-FA20:5 [P, Lipidyzer]
2329;23,4852;TAG56:4-FA20:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021748;TAG56:4-FA20:1 [P, Lipidyzer]
2330;23,4863;TAG56:3-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021740;TAG56:3-FA18:2 [P, Lipidyzer]
2331;23,4937;PE(P-18:0/18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022135;PE(P-18:0/18:3) [P, Lipidyzer]
2332;23,524;TAG54:4-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021664;TAG54:4-FA18:1 [P, Lipidyzer]
2333;23,5391;TAG54:8-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021705;TAG54:8-FA18:3 [P, Lipidyzer]
2334;23,569;TAG54:6-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021690;TAG54:6-FA18:3 [P, Lipidyzer]
2335;23,5748;TAG56:2-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021734;TAG56:2-FA18:1 [P, Lipidyzer]
2336;23,5757;TAG56:2-FA20:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021735;TAG56:2-FA20:0 [P, Lipidyzer]
2337;23,6167;TAG56:6-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021770;TAG56:6-FA20:4 [P, Lipidyzer]
2338;23,6174;TAG54:5-FA22:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021683;TAG54:5-FA22:1 [P, Lipidyzer]
2339;23,6234;TAG56:3-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021739;TAG56:3-FA18:1 [P, Lipidyzer]
2340;23,63;TAG58:8-FA22:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021830;TAG58:8-FA22:5 [P, Lipidyzer]
2341;23,6868;TAG58:10-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021808;TAG58:10-FA22:6 [P, Lipidyzer]
2342;23,6875;TAG54:7-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021699;TAG54:7-FA18:3 [P, Lipidyzer]
2343;23,699;TAG58:7-FA22:6;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021825;TAG58:7-FA22:6 [P, Lipidyzer]
2344;23,7004;TAG54:5-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021676;TAG54:5-FA18:1 [P, Lipidyzer]
2345;23,719;TAG54:6-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021689;TAG54:6-FA18:2 [P, Lipidyzer]
2346;23,7235;TAG56:7-FA20:5;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021783;TAG56:7-FA20:5 [P, Lipidyzer]
2347;23,7276;TAG54:7-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021698;TAG54:7-FA18:2 [P, Lipidyzer]
2348;23,7418;PC(14:0/18:3);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021934;PC(14:0/18:3) [P, Lipidyzer]
2349;23,7519;TAG54:3-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021655;TAG54:3-FA18:1 [P, Lipidyzer]
2350;23,7577;TAG54:5-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021677;TAG54:5-FA18:2 [P, Lipidyzer]
2351;23,7606;TAG56:3-FA20:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021742;TAG56:3-FA20:1 [P, Lipidyzer]
2352;23,7616;TAG54:4-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021665;TAG54:4-FA18:2 [P, Lipidyzer]
2353;23,8199;TAG58:3-FA18:1;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021810;TAG58:3-FA18:1 [P, Lipidyzer]
2354;23,8854;TAG56:7-FA20:4;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021782;TAG56:7-FA20:4 [P, Lipidyzer]
2355;23,9106;TAG54:5-FA18:3;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021678;TAG54:5-FA18:3 [P, Lipidyzer]
2356;23,9338;TAG56:3-FA20:0;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021741;TAG56:3-FA20:0 [P, Lipidyzer]
2357;23,9459;TAG56:4-FA18:2;Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021747;TAG56:4-FA18:2 [P, Lipidyzer]
2358;23,9952;HCER(14:0);Lipids;Phospholipids;Plasma;Lipidyzer [nt-ms];NA;NA;1022238;HCER(14:0) [P, Lipidyzer]
2359;24,0038;CE(24:1);Lipids;Neutral Lipids;Plasma;Lipidyzer [nt-ms];NA;NA;1021323;CE(24:1) [P, Lipidyzer]
