metabolite,biochemical,platform_name,id,fluid,matched,name,sid,chebi,swisslipids,hmdb,lipidmaps,pubchem,chebi_name,swisslipids_name,hmdb_name,lipidmaps_name,IUPAC,InchiKey,chebi_synonyms,swisslipids_synonyms,lipidmaps_synonyms
"""lysoPC a C17:0""","""lysoPC a C17:0""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""lysoPhosphatidylcholine a C17:0""]","[""lysoPC a C17:0_p150_FIA_pos""]","[""CHEBI:72737"", ""CHEBI:78228""]","[""SLM:000055386"", ""SLM:000056786"", ""SLM:000056408"", ""SLM:000055321""]","[""HMDB0012108"", ""HMDB0011149""]",[],[],"[""lysophosphatidylcholine 17:0"", ""1,2-dioctanoyl-sn-glycero-3-phosphocholine""]","[""Lysophosphatidylcholine (O-18:0)"", ""Phosphatidylcholine (O-17:0)"", ""Phosphatidylcholine (16:0)"", ""Lysophosphatidylcholine (17:0)""]","[""LysoPC(17:0/0:0)"", ""LysoPC(O-18:0/0:0)""]",[],"[""(2R)-2,3-bis(octanoyloxy)propyl 2-(trimethylazaniumyl)ethyl phosphate""]","[""YHIXRNNWDBPKPW-JOCHJYFZSA-N""]","[""lysophosphatidylcholine 17:0"", ""1,2-dioctanoyl-sn-glycero-3-phosphocholine"", [""PC 17:0_0.0"", ""LPC 17:0"", ""LPC(17:0)"", ""Lysophosphatidylcholine(17:0)"", ""LysoPC(17:0)""], [""1,2-dioctanoyl-sn-glycero-3-phosphocholine"", ""PC 8:0/8:0"", ""dicapryloyl-L-alpha-lecithin"", ""PC(8:0/8:0)"", ""dioctanoyl-L-alpha-glycerophosphorylcholine"", ""dioctanoyl-L-alpha-phosphatidylcholine"", ""1,2-dicapryloyl-sn-glycero-3-phosphocholine"", ""1,2-Octanoylphosphatidylcholine"", ""(2R)-2,3-bis(octanoyloxy)propyl 2-(trimethylazaniumyl)ethyl phosphate""]]","[""Lysophosphatidylcholine (O-18:0)"", ""Phosphatidylcholine (O-17:0)"", ""Phosphatidylcholine (16:0)"", ""Lysophosphatidylcholine (17:0)""]",[]
"""lysoPC a C18:0""","""lysoPC a C18:0""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""lysoPhosphatidylcholine a C18:0""]","[""lysoPC a C18:0_p150_FIA_pos""]","[""CHEBI:78652"", ""CHEBI:64561""]","[""SLM:000056788"", ""SLM:000056410"", ""SLM:000055322""]","[""HMDB0251700""]",[],[],"[""1-octadecyl-2-methylglycero-3-phosphocholine"", ""lysophosphatidylcholine 18:0""]","[""Phosphatidylcholine (O-18:0)"", ""Phosphatidylcholine (17:0)"", ""Lysophosphatidylcholine (18:0)""]","[""Edelfosine""]",[],"[""2-methoxy-3-(octadecyloxy)propyl 2-(trimethylazaniumyl)ethyl phosphate""]","[""MHFRGQHAERHWKZ-UHFFFAOYSA-N""]","[""1-octadecyl-2-methylglycero-3-phosphocholine"", ""lysophosphatidylcholine 18:0"", [""2-methoxy-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate"", ""2-methoxy-3-(octadecyloxy)propyl 2-(trimethylazaniumyl)ethyl phosphate""], [""LPC(18:0)"", ""PC 18:0_0.0"", ""LysoPC(18:0)"", ""octadecanoyl-sn-glycero-3-phosphocholine"", ""Lysophosphatidylcholine(18:0)"", ""stearoyl--sn-glycero-3-phosphocholine"", ""LPC 18:0""]]","[""Phosphatidylcholine (O-18:0)"", ""Phosphatidylcholine (17:0)"", ""Lysophosphatidylcholine (18:0)""]",[]
"""lysoPC a C18:2""","""lysoPC a C18:2""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""lysoPhosphatidylcholine a C18:2""]","[""lysoPC a C18:2_p150_FIA_pos""]","[""CHEBI:137854"", ""CHEBI:64549""]","[""SLM:000055324""]","[""HMDB0010386"", ""HMDB0061700""]",[],[],"[""lysophosphatidylcholine P-19:1"", ""lysophosphatidylcholine 18:2""]","[""Lysophosphatidylcholine (18:2)""]","[""LysoPC(18:2(9Z,12Z)/0:0)"", ""LysoPC(0:0/18:2(9Z,12Z))""]",[],[],[],"[""lysophosphatidylcholine P-19:1"", ""lysophosphatidylcholine 18:2"", [""LysoPC(P-19:1)"", ""LPC(P-19:1)"", ""LysoPC P-19:1"", ""LPC P-19:1""], [""PC 18:2_0.0"", ""LPC 18:2"", ""LPC(18:2)"", ""LyPC(18:2)"", ""octadecadienoylglycero-3-phosphocholine"", ""LysoPC(18:2)"", ""lysophosphatidylcholine 18:2""]]","[""Lysophosphatidylcholine (18:2)""]",[]
"""lysoPC a C20:3""","""lysoPC a C20:3""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""lysoPhosphatidylcholine a C20:3""]","[""lysoPC a C20:3_p150_FIA_pos""]","[""CHEBI:64481""]","[""SLM:000055331"", ""SLM:000056795""]","[""HMDB0010393"", ""HMDB0010394""]",[],[],"[""lysophosphatidylcholine 20:3""]","[""Lysophosphatidylcholine (20:3)"", ""Phosphatidylcholine (O-20:3)""]","[""LysoPC(20:3(5Z,8Z,11Z)/0:0)"", ""LysoPC(20:3(8Z,11Z,14Z)/0:0)""]",[],[],[],"[""lysophosphatidylcholine 20:3"", [""LyPC(20:3)"", ""LysoPC(20:3)"", ""Lysophosphatidylcholine(20:3)"", ""LPC(20:3)"", ""PC 20:3_0.0"", ""LPC 20:3""]]","[""Lysophosphatidylcholine (20:3)"", ""Phosphatidylcholine (O-20:3)""]",[]
"""lysoPC a C20:4""","""lysoPC a C20:4""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""lysoPhosphatidylcholine a C20:4""]","[""lysoPC a C20:4_p150_FIA_pos""]","[""CHEBI:64568""]","[""SLM:000055332""]","[""HMDB0061699"", ""HMDB0010396"", ""HMDB0010395""]",[],[],"[""lysophosphatidylcholine 20:4""]","[""Lysophosphatidylcholine (20:4)""]","[""LysoPC(0:0/20:4(5Z,8Z,11Z,14Z))"", ""LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)"", ""LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)""]",[],[],[],"[""lysophosphatidylcholine 20:4"", [""LysoPC(20:4)"", ""PC 20:4_0.0"", ""LPC(20:4)"", ""eicosapentaenoyl-sn-glycero-3-phosphocholine"", ""lysophosphatidylcholine(20:4)"", ""LPC 20:4""]]","[""Lysophosphatidylcholine (20:4)""]",[]
"""methionine""","""Met""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""Methionine""]","[""Met_p150_FIA_neg""]","[""CHEBI:16811""]",[],"[""HMDB0033951""]",[],[],"[""methionine""]",[],"[""Racemethionine""]",[],"[""methionine""]","[""FFEARJCKVFRZRR-UHFFFAOYSA-N""]","[""methionine"", [""Methionine"", ""2-Amino-4-(methylthio)butyric acid"", ""methionine"", ""2-amino-4-(methylthio)butanoic acid"", ""Methionin"", ""2-amino-4-(methylsulfanyl)butanoic acid"", ""alpha-amino-gamma-methylmercaptobutyric acid"", ""Hmet"", ""metionina"", ""methionine"", ""DL-Methionine"", ""Racemethionine"", ""Met"", ""M""]]",[],[]
"""ornithine""","""Orn""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""Ornithine""]","[""Orn_p150_FIA_pos""]","[""CHEBI:18257""]",[],"[""HMDB0003374"", ""HMDB0000214""]",[],[],"[""ornithine""]",[],"[""D-Ornithine"", ""Ornithine""]",[],"[""ornithine""]","[""AHLPHDHHMVZTML-UHFFFAOYSA-N""]","[""ornithine"", [""Ornithine"", ""2,5-Diaminovaleric acid"", ""2,5-Diaminopentanoic acid"", ""2,5-diaminopentanoic acid"", ""ornithine"", ""Orn"", ""DL-Ornithine""]]",[],[]
"""PC aa C28:1""","""PC aa C28:1""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C28:1""]","[""PC aa C28:1_p150_FIA_pos""]","[""CHEBI:137903"", ""CHEBI:65293""]","[""SLM:000055403"", ""SLM:000056467"", ""SLM:000056826""]","[""HMDB0012097"", ""HMDB0007899"", ""HMDB0240616"", ""HMDB0007867""]",[],[],"[""phosphatidylcholine P-29:0"", ""phosphatidylcholine 28:1""]","[""Lysophosphatidylcholine (O-30:1)"", ""Phosphatidylcholine (28:1)"", ""Phosphatidylcholine (O-29:1)""]","[""SM(d18:1/14:0)"", ""PC(14:1(9Z)/14:0)"", ""SM(d16:1/16:0)"", ""PC(14:0/14:1(9Z))""]",[],[],[],"[""phosphatidylcholine P-29:0"", ""phosphatidylcholine 28:1"", [""PC(P-29:0)"", ""PC P-29:0"", ""phosphatidylcholine(P-29:0)""], [""GPCho(28:1)"", ""PC 28:1"", ""PC(28:1)"", ""phosphatidylcholine(28:1)""]]","[""Lysophosphatidylcholine (O-30:1)"", ""Phosphatidylcholine (28:1)"", ""Phosphatidylcholine (O-29:1)""]",[]
"""PC aa C30:0""","""PC aa C30:0""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C30:0""]","[""PC aa C30:0_p150_FIA_pos""]","[""CHEBI:65303"", ""CHEBI:85844""]","[""SLM:000056833"", ""SLM:000056479""]","[""HMDB0007934"", ""HMDB0007869"", ""HMDB0007965"", ""HMDB0010168""]",[],[],"[""phosphatidylcholine 30:0"", ""phosphatidylcholine O-31:0""]","[""Phosphatidylcholine (O-31:0)"", ""Phosphatidylcholine (30:0)""]","[""PC(15:0/15:0)"", ""PC(14:0/16:0)"", ""PC(16:0/14:0)"", ""SM(d18:0/16:0)""]",[],[],[],"[""phosphatidylcholine 30:0"", ""phosphatidylcholine O-31:0"", [""GPCho(30:0)"", ""PC 30:0"", ""PC(30:0)"", ""phosphatidylcholine(30:0)""], [""phosphatidylcholine(O-31:0)"", ""PC O-31:0"", ""GPCho(O-31:0)"", ""PC(O-31:0)"", ""PC-O(31:0)""]]","[""Phosphatidylcholine (O-31:0)"", ""Phosphatidylcholine (30:0)""]",[]
"""PC aa C32:0""","""PC aa C32:0""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C32:0""]","[""PC aa C32:0_p150_FIA_pos""]","[""CHEBI:66850"", ""CHEBI:137627""]","[""SLM:000056493"", ""SLM:000056845""]","[""HMDB0007871"", ""HMDB0008031"", ""HMDB0012087"", ""HMDB0000564""]",[],[],"[""phosphatidylcholine 32:0"", ""phosphatidylcholine O-33:0""]","[""Phosphatidylcholine (32:0)"", ""Phosphatidylcholine (O-33:0)""]","[""PC(14:0/18:0)"", ""PC(18:0/14:0)"", ""SM(d18:0/18:0)"", ""PC(16:0/16:0)""]",[],[],[],"[""phosphatidylcholine 32:0"", ""phosphatidylcholine O-33:0"", [""GPCho(32:0)"", ""PC 32:0"", ""PC(32:0)"", ""phosphatidylcholine(32:0)""], [""PC-O 33:0"", ""PC(O-33:0)"", ""PC O-33:0"", ""PC-O(33:0)""]]","[""Phosphatidylcholine (32:0)"", ""Phosphatidylcholine (O-33:0)""]",[]
"""PC aa C32:1""","""PC aa C32:1""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C32:1""]","[""PC aa C32:1_p150_FIA_pos""]","[""CHEBI:137628"", ""CHEBI:66849""]","[""SLM:000056846"", ""SLM:000056494""]","[""HMDB0007904"", ""HMDB0007962"", ""HMDB0008001"", ""HMDB0011238"", ""HMDB0008097"", ""HMDB0008032"", ""HMDB0007872"", ""HMDB0007969"", ""HMDB0008064"", ""HMDB0007873""]",[],[],"[""phosphatidylcholine O-33:1"", ""phosphatidylcholine 32:1""]","[""Phosphatidylcholine (O-33:1)"", ""Phosphatidylcholine (32:1)""]","[""PC(14:1(9Z)/18:0)"", ""PC(15:0/P-18:0)"", ""PC(16:1(9Z)/16:0)"", ""PC(P-18:0/15:0)"", ""PC(18:1(9Z)/14:0)"", ""PC(18:0/14:1(9Z))"", ""PC(14:0/18:1(11Z))"", ""PC(16:0/16:1(9Z))"", ""PC(18:1(11Z)/14:0)"", ""PC(14:0/18:1(9Z))""]",[],[],[],"[""phosphatidylcholine O-33:1"", ""phosphatidylcholine 32:1"", [""PC-O 33:1"", ""PC O-33:1"", ""PC-O(33:1)"", ""PC(O-33:1)""], [""GPCho(32:1)"", ""PC 32:1"", ""PC(32:1)"", ""phosphatidylcholine(32:1)""]]","[""Phosphatidylcholine (O-33:1)"", ""Phosphatidylcholine (32:1)""]",[]
"""PC aa C32:2""","""PC aa C32:2""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C32:2""]","[""PC aa C32:2_p150_FIA_pos""]","[""CHEBI:66848"", ""CHEBI:91320""]","[""SLM:000056847"", ""SLM:000056495""]","[""HMDB0007874"", ""HMDB0007963"", ""HMDB0007905"", ""HMDB0007964"", ""HMDB0011271"", ""HMDB0011304"", ""HMDB0008002"", ""HMDB0007906"", ""HMDB0008065"", ""HMDB0008130"", ""HMDB0008098""]",[],[],"[""phosphatidylcholine 32:2"", ""phosphatidylcholine O-33:2""]","[""Phosphatidylcholine (O-33:2)"", ""Phosphatidylcholine (32:2)""]","[""PC(14:0/18:2(9Z,12Z))"", ""PC(15:0/P-18:1(11Z))"", ""PC(14:1(9Z)/18:1(11Z))"", ""PC(15:0/P-18:1(9Z))"", ""PC(P-18:1(11Z)/15:0)"", ""PC(P-18:1(9Z)/15:0)"", ""PC(16:1(9Z)/16:1(9Z))"", ""PC(14:1(9Z)/18:1(9Z))"", ""PC(18:1(11Z)/14:1(9Z))"", ""PC(18:2(9Z,12Z)/14:0)"", ""PC(18:1(9Z)/14:1(9Z))""]",[],[],[],"[""phosphatidylcholine 32:2"", ""phosphatidylcholine O-33:2"", [""GPCho(32:2)"", ""PC 32:2"", ""PC(32:2)"", ""phosphatidylcholine(32:2)""], [""PC O-33:2"", ""phosphatidylcholine(O-33:2)"", ""PC(O-33:2)""]]","[""Phosphatidylcholine (O-33:2)"", ""Phosphatidylcholine (32:2)""]",[]
"""PC aa C32:3""","""PC aa C32:3""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C32:3""]","[""PC aa C32:3_p150_FIA_pos""]","[""CHEBI:66847"", ""CHEBI:137629""]","[""SLM:000056496"", ""SLM:000056848""]","[""HMDB0011234"", ""HMDB0007876"", ""HMDB0007875"", ""HMDB0008131"", ""HMDB0007907"", ""HMDB0011331"", ""HMDB0008196"", ""HMDB0011235"", ""HMDB0011298"", ""HMDB0008163""]",[],[],"[""phosphatidylcholine 32:3"", ""phosphatidylcholine O-33:3""]","[""Phosphatidylcholine (32:3)"", ""Phosphatidylcholine (O-33:3)""]","[""PC(P-16:0/P-18:1(11Z))"", ""PC(14:0/18:3(9Z,12Z,15Z))"", ""PC(14:0/18:3(6Z,9Z,12Z))"", ""PC(18:2(9Z,12Z)/14:1(9Z))"", ""PC(14:1(9Z)/18:2(9Z,12Z))"", ""PC(P-18:1(9Z)/P-16:0)"", ""PC(18:3(9Z,12Z,15Z)/14:0)"", ""PC(P-16:0/P-18:1(9Z))"", ""PC(P-18:1(11Z)/P-16:0)"", ""PC(18:3(6Z,9Z,12Z)/14:0)""]",[],[],[],"[""phosphatidylcholine 32:3"", ""phosphatidylcholine O-33:3"", [""GPCho(32:3)"", ""PC 32:3"", ""PC(32:3)"", ""phosphatidylcholine(32:3)""], [""PC(O-33:3)"", ""PC O-33:3"", ""PC-O 33:3"", ""PC-O(33:3)""]]","[""Phosphatidylcholine (32:3)"", ""Phosphatidylcholine (O-33:3)""]",[]
"""PC aa C34:1""","""PC aa C34:1""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C34:1""]","[""PC aa C34:1_p150_FIA_pos""]","[""CHEBI:64517""]","[""SLM:000056860"", ""SLM:000056508""]","[""HMDB0007879"", ""HMDB0008100"", ""HMDB0007911"", ""HMDB0008067"", ""HMDB0007972"", ""HMDB0007971"", ""HMDB0008003"", ""HMDB0240618"", ""HMDB0008263"", ""HMDB0012102"", ""HMDB0008035"", ""HMDB0008295""]",[],[],"[""phosphatidylcholine 34:1""]","[""Phosphatidylcholine (O-35:1)"", ""Phosphatidylcholine (34:1)""]","[""PC(14:0/20:1(11Z))"", ""PC(18:1(9Z)/16:0)"", ""PC(14:1(9Z)/20:0)"", ""PC(18:1(11Z)/16:0)"", ""PC(16:0/18:1(9Z))"", ""PC(16:0/18:1(11Z))"", ""PC(16:1(9Z)/18:0)"", ""SM(d16:1/22:0)"", ""PC(20:0/14:1(9Z))"", ""SM(d18:1/20:0)"", ""PC(18:0/16:1(9Z))"", ""PC(20:1(11Z)/14:0)""]",[],[],[],"[""phosphatidylcholine 34:1"", [""PC(34:1)"", ""GPCho(34:1)"", ""phosphatidylcholine(34:1)"", ""PC 34:1""]]","[""Phosphatidylcholine (O-35:1)"", ""Phosphatidylcholine (34:1)""]",[]
"""PC aa C34:2""","""PC aa C34:2""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C34:2""]","[""PC aa C34:2_p150_FIA_pos""]","[""CHEBI:85771"", ""CHEBI:64516""]","[""SLM:000056509"", ""SLM:000056861""]","[""HMDB0008068"", ""HMDB0008101"", ""HMDB0007973"", ""HMDB0240632"", ""HMDB0007912"", ""HMDB0008004"", ""HMDB0008005"", ""HMDB0240610"", ""HMDB0008133"", ""HMDB0008296"", ""HMDB0008328"", ""HMDB0007880""]",[],[],"[""phosphatidylcholine O-35:2"", ""phosphatidylcholine 34:2""]","[""Phosphatidylcholine (34:2)"", ""Phosphatidylcholine (O-35:2)""]","[""PC(18:1(11Z)/16:1(9Z))"", ""PC(18:1(9Z)/16:1(9Z))"", ""PC(16:0/18:2(9Z,12Z))"", ""SM(d18:2(4E,14Z)/20:0)"", ""PC(14:1(9Z)/20:1(11Z))"", ""PC(16:1(9Z)/18:1(11Z))"", ""PC(16:1(9Z)/18:1(9Z))"", ""SM(d18:1/20:1(11Z))"", ""PC(18:2(9Z,12Z)/16:0)"", ""PC(20:1(11Z)/14:1(9Z))"", ""PC(20:2(11Z,14Z)/14:0)"", ""PC(14:0/20:2(11Z,14Z))""]",[],[],[],"[""phosphatidylcholine O-35:2"", ""phosphatidylcholine 34:2"", [""PC(O-35:2)"", ""GPCho(O-35:2)"", ""PC O-35:2"", ""phosphatidylcholine(O-35:2)""], [""GPCho(34:2)"", ""PC(34:2)"", ""phosphatidylcholine(34:2)"", ""PC 34:2""]]","[""Phosphatidylcholine (34:2)"", ""Phosphatidylcholine (O-35:2)""]",[]
"""PC aa C34:3""","""PC aa C34:3""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C34:3""]","[""PC aa C34:3_p150_FIA_pos""]","[""CHEBI:64424"", ""CHEBI:137632""]","[""SLM:000056862"", ""SLM:000056510""]","[""HMDB0008006"", ""HMDB0008329"", ""HMDB0011299"", ""HMDB0008361"", ""HMDB0007975"", ""HMDB0007882"", ""HMDB0008394"", ""HMDB0007974"", ""HMDB0007881"", ""HMDB0007913"", ""HMDB0011267"", ""HMDB0008134"", ""HMDB0008166"", ""HMDB0011332"", ""HMDB0011268"", ""HMDB0008199""]",[],[],"[""phosphatidylcholine 34:3"", ""phosphatidylcholine O-35:3""]","[""Phosphatidylcholine (O-35:3)"", ""Phosphatidylcholine (34:3)""]","[""PC(16:1(9Z)/18:2(9Z,12Z))"", ""PC(20:2(11Z,14Z)/14:1(9Z))"", ""PC(P-18:1(11Z)/P-18:0)"", ""PC(20:3(5Z,8Z,11Z)/14:0)"", ""PC(16:0/18:3(9Z,12Z,15Z))"", ""PC(14:0/20:3(8Z,11Z,14Z))"", ""PC(20:3(8Z,11Z,14Z)/14:0)"", ""PC(16:0/18:3(6Z,9Z,12Z))"", ""PC(14:0/20:3(5Z,8Z,11Z))"", ""PC(14:1(9Z)/20:2(11Z,14Z))"", ""PC(P-18:0/P-18:1(11Z))"", ""PC(18:2(9Z,12Z)/16:1(9Z))"", ""PC(18:3(6Z,9Z,12Z)/16:0)"", ""PC(P-18:1(9Z)/P-18:0)"", ""PC(P-18:0/P-18:1(9Z))"", ""PC(18:3(9Z,12Z,15Z)/16:0)""]",[],[],[],"[""phosphatidylcholine 34:3"", ""phosphatidylcholine O-35:3"", [""phosphatidylcholine(34:3)"", ""GPCho(34:3)"", ""PC(34:3)"", ""PC 34:3""], [""PC(O-35:3)"", ""PC-O 35:3"", ""PC-O(35:3)"", ""PC O-35:3""]]","[""Phosphatidylcholine (O-35:3)"", ""Phosphatidylcholine (34:3)""]",[]
"""PC aa C34:4""","""PC aa C34:4""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C34:4""]","[""PC aa C34:4_p150_FIA_pos""]","[""CHEBI:64423"", ""CHEBI:137633""]","[""SLM:000056511"", ""SLM:000056863""]","[""HMDB0008426"", ""HMDB0008167"", ""HMDB0008395"", ""HMDB0008362"", ""HMDB0008232"", ""HMDB0008007"", ""HMDB0008459"", ""HMDB0007976"", ""HMDB0007884"", ""HMDB0008008"", ""HMDB0007914"", ""HMDB0007915"", ""HMDB0011301"", ""HMDB0008200"", ""HMDB0007883"", ""HMDB0011334"", ""HMDB0011333"", ""HMDB0011300""]",[],[],"[""phosphatidylcholine 34:4"", ""phosphatidylcholine O-35:4""]","[""Phosphatidylcholine (34:4)"", ""Phosphatidylcholine (O-35:4)""]","[""PC(20:4(5Z,8Z,11Z,14Z)/14:0)"", ""PC(18:3(6Z,9Z,12Z)/16:1(9Z))"", ""PC(20:3(8Z,11Z,14Z)/14:1(9Z))"", ""PC(20:3(5Z,8Z,11Z)/14:1(9Z))"", ""PC(18:4(6Z,9Z,12Z,15Z)/16:0)"", ""PC(16:1(9Z)/18:3(6Z,9Z,12Z))"", ""PC(20:4(8Z,11Z,14Z,17Z)/14:0)"", ""PC(16:0/18:4(6Z,9Z,12Z,15Z))"", ""PC(14:0/20:4(8Z,11Z,14Z,17Z))"", ""PC(16:1(9Z)/18:3(9Z,12Z,15Z))"", ""PC(14:1(9Z)/20:3(5Z,8Z,11Z))"", ""PC(14:1(9Z)/20:3(8Z,11Z,14Z))"", ""PC(P-18:1(11Z)/P-18:1(9Z))"", ""PC(18:3(9Z,12Z,15Z)/16:1(9Z))"", ""PC(14:0/20:4(5Z,8Z,11Z,14Z))"", ""PC(P-18:1(9Z)/P-18:1(9Z))"", ""PC(P-18:1(9Z)/P-18:1(11Z))"", ""PC(P-18:1(11Z)/P-18:1(11Z))""]",[],[],[],"[""phosphatidylcholine 34:4"", ""phosphatidylcholine O-35:4"", [""phosphatidylcholine(34:4)"", ""PC(34:4)"", ""GPCho(34:4)""], [""PC(O-35:4)"", ""PC-O(35:4)"", ""PC-O 35:4"", ""PC O-35:4""]]","[""Phosphatidylcholine (34:4)"", ""Phosphatidylcholine (O-35:4)""]",[]
"""PC aa C36:0""","""PC aa C36:0""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C36:0""]","[""PC aa C36:0_p150_FIA_pos""]","[""CHEBI:137605"", ""CHEBI:64539"", ""CHEBI:66858"", ""CHEBI:132590""]","[""SLM:000056521"", ""SLM:000056875"", ""SLM:000056890""]","[""HMDB0011321"", ""HMDB0007977"", ""HMDB0008523"", ""HMDB0008751"", ""HMDB0008265"", ""HMDB0008525"", ""HMDB0008524"", ""HMDB0007886"", ""HMDB0011229"", ""HMDB0011288"", ""HMDB0008036"", ""HMDB0012091""]",[],[],"[""phosphatidylcholine 37:7"", ""phosphatidylcholine O-38:7"", ""phosphatidylcholine 36:0"", ""phosphatidylcholine P-38:6""]","[""Phosphatidylcholine (36:0)"", ""Phosphatidylcholine (O-37:0)"", ""Phosphatidylcholine (O-38:7)""]","[""PC(P-18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"", ""PC(16:0/20:0)"", ""PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(11Z))"", ""PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)"", ""PC(20:0/16:0)"", ""PC(22:0/14:0)"", ""PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(9Z))"", ""PC(14:0/22:0)"", ""PC(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"", ""PC(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"", ""PC(18:0/18:0)"", ""SM(d18:0/22:0)""]",[],[],[],"[""phosphatidylcholine 37:7"", ""phosphatidylcholine O-38:7"", ""phosphatidylcholine 36:0"", ""phosphatidylcholine P-38:6"", [""PC 37:7"", ""PC(37:7)""], [""GPCho(O-38:7)"", ""PC(O-38:7)"", ""phosphatidylcholine(O-38:7)"", ""PC O-38:7""], [""GPCho(36:0)"", ""PC 36:0"", ""PC(36:0)"", ""phosphatidylcholine(36:0)""], [""GPCho(P-38:6)"", ""Phosphatidylcholine(P-38:6)"", ""PC P-38:6"", ""PC(P-38:6)""]]","[""Phosphatidylcholine (36:0)"", ""Phosphatidylcholine (O-37:0)"", ""Phosphatidylcholine (O-38:7)""]",[]
"""PC aa C36:1""","""PC aa C36:1""","""Biocrates p150 [t-ms]""",null,"""plasma""",true,"[""PC aa C36:1""]","[""PC aa C36:1_p150_FIA_pos""]","[""CHEBI:66857""]","[""SLM:000056891"", ""SLM:000056876"", ""SLM:000056522""]","[""HMDB0008102"", ""HMDB0008038"", ""HMDB0008010"", ""HMDB0007978"", ""HMDB0008037"", ""HMDB0007919"", ""HMDB0012103"", ""HMDB0008298"", ""HMDB0008526"", ""HMDB0007887"", ""HMDB0008266"", ""HMDB0012092"", ""HMDB0008069"", ""HMDB0008558""]",[],[],"[""phosphatidylcholine 36:1""]","[""Phosphatidylcholine (O-38:8)"", ""Phosphatidylcholine (O-37:1)"", ""Phosphatidylcholine (36:1)""]","[""PC(18:1(9Z)/18:0)"", ""PC(18:0/18:1(9Z))"", ""PC(16:1(9Z)/20:0)"", ""PC(16:0/20:1(11Z))"", ""PC(18:0/18:1(11Z))"", ""PC(14:1(9Z)/22:0)"", ""SM(d18:1/22:0)"", ""PC(20:1(11Z)/16:0)"", ""PC(22:0/14:1(9Z))"", ""PC(14:0/22:1(13Z))"", ""PC(20:0/16:1(9Z))"", ""SM(d18:0/22:1(13Z))"", ""PC(18:1(11Z)/18:0)"", ""PC(22:1(13Z)/14:0)""]",[],[],[],"[""phosphatidylcholine 36:1"", [""GPCho(36:1)"", ""PC 36:1"", ""PC(36:1)"", ""phosphatidylcholine(36:1)""]]","[""Phosphatidylcholine (O-38:8)"", ""Phosphatidylcholine (O-37:1)"", ""Phosphatidylcholine (36:1)""]",[]
